Rank;Final Worth;Person Name;Age;Country;City;Source;Industries;Country Of Citizenship;Organization;Self Made;Status;Gender;Birth Date;Last Name;First Name; Title;Date;Birth Year;Birth Month;Birth Day;CPI Country;CPI Change Country;GDP Country;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
1905;1500;Xu Zhenhua;;China;Shanghai;Online games;Media & Entertainment;China;;TRUE;E;M;;Xu;Zhenhua;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Xu Zhihan;50;China;Wuxi;Electronics;Technology;China;;TRUE;D;M;11/30/1972 0:00;Xu;Zhihan;;04/04/2023 05:01;1972;11;30;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Tingdong Yang;62;China;Suqian;Brewery;Food & Beverage;China;;TRUE;D;M;5/20/1960 0:00;Yang;Tingdong;;04/04/2023 05:01;1960;5;20;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Michael Minhong Yu;61;China;Beijing;Education;Service;China;;TRUE;R;M;01/01/1962 00:00;Yu;Michael Minhong;;04/04/2023 05:01;1962;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Justin Yuan;;China;Shanghai;Online games;Media & Entertainment;China;;TRUE;E;M;;Yuan;Justin;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Zhang Bangxin;43;China;Beijing;Education;Service;China;;TRUE;R;M;01/01/1980 00:00;Zhang;Bangxin;;04/04/2023 05:01;1980;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Zhang Hong;;China;Hangzhou;Solar;Energy;China;;TRUE;Split Family Fortune;F;;Zhang;Hong;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Zhou Zongwen & family;66;China;Shenzhen;Jewelry;Fashion & Retail;China;;TRUE;D;M;03/01/1957 00:00;Zhou;Zongwen;;04/04/2023 05:01;1957;3;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Antti Aarnio-Wihuri;83;Finland;Helsinki;Diversified;Diversified;Finland;;FALSE;D;M;2/24/1940 0:00;Aarnio-Wihuri;Antti;;04/04/2023 05:01;1940;2;24;112.33;1;$268,761,201,365 ;88.2;100.2;81.7;20.8;36.6;5520314;6.192.411;25.748.151
2020;1400;Alberto Alcocer;80;Spain;Madrid;Investments;Finance & Investments;Spain;;TRUE;U;M;12/07/1942 00:00;Alcocer;Alberto;;04/04/2023 05:01;1942;12;7;110.96;0.7;$1,394,116,310,769 ;88.9;102.7;83.3;14.2;47;47076781;40.463.667;-374.922
2020;1400;Nigel Austin;52;Australia;Melbourne;Retail;Fashion & Retail;Australia;;TRUE;D;M;9/25/1970 0:00;Austin;Nigel;;04/04/2023 05:01;1970;9;25;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
2020;1400;Binny Bansal;40;Singapore;Singapore;Flipkart;Technology;India;;TRUE;U;M;12/03/1982 00:00;Bansal;Binny;;04/04/2023 05:01;1982;12;3;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Girdhari Lal Bawri;75;India;Mumbai;Pharmaceuticals;Healthcare;India;;TRUE;D;M;08/03/1947 00:00;Bawri;Girdhari Lal;;04/04/2023 05:01;1947;8;3;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;John Bloor;79;United Kingdom;Aberdyfi;Real estate, manufacturing;Diversified;United Kingdom;;TRUE;D;M;6/16/1943 0:00;Bloor;John;;04/04/2023 05:01;1943;6;16;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
2020;1400;Vladimir Bogdanov;71;Russia;Surgut;Oil;Energy;Russia;;TRUE;R;M;5/28/1951 0:00;Bogdanov;Vladimir;;04/04/2023 05:01;1951;5;28;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Amit Burman;53;India;Delhi;Consumer goods;Food & Beverage;India;;FALSE;D;M;07/01/1969 00:00;Burman;Amit;;04/04/2023 05:01;1969;7;1;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Cai Jianyong;52;China;Ningbo;Nickel;Metals & Mining;China;;TRUE;N;M;01/01/1971 00:00;Cai ;Jianyong;;04/04/2023 05:01;1971;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Steve Case;64;United States;McLean;AOL;Technology;United States;;TRUE;D;M;8/21/1958 0:00;Case;Steve;;04/04/2023 05:01;1958;8;21;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Chen Wenyuan & family;55;China;Suzhou;Testing equipment;Technology;China;;TRUE;E;M;01/01/1968 00:00;Chen;Wenyuan;;04/04/2023 05:01;1968;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Chua Thian Poh;74;Singapore;Singapore;Real estate;Real Estate;Singapore;;TRUE;U;M;07/11/1948 00:00;Chua;Thian Poh;;04/04/2023 05:01;1948;7;11;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Sasson Dayan & family;83;Brazil;Sao Paulo;Banking;Finance & Investments;Brazil;;TRUE;U;M;04/01/1940 00:00;Dayan;Sasson;;04/04/2023 05:01;1940;4;1;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
2020;1400;Chris Ellison;65;Australia;Perth;Mining;Metals & Mining;Australia;;TRUE;N;M;6/26/1957 0:00;Ellison;Chris;;04/04/2023 05:01;1957;6;26;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
2020;1400;John Farber;97;United States;New York;Chemicals;Manufacturing;United States;;TRUE;D;M;8/23/1925 0:00;Farber;John;Dr.;04/04/2023 05:01;1925;8;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;J. Christopher Flowers;65;United States;Palm Beach;Investments;Finance & Investments;United States;J.C. Flowers & Co. LLC;TRUE;U;M;10/27/1957 0:00;Flowers;J. Christopher;Founder and Managing Director;04/04/2023 05:01;1957;10;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Reinold Geiger;75;Switzerland;Geneva;Beauty products;Fashion & Retail;Austria;;TRUE;D;M;07/10/1947 00:00;Geiger;Reinold;;04/04/2023 05:01;1947;7;10;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
2020;1400;Ali Ghodsi;44;United States;San Francisco;Data analytics;Technology;Sweden;;TRUE;D;M;12/08/1978 00:00;Ghodsi;Ali;;04/04/2023 05:01;1978;12;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Lance Gokongwei;55;Philippines;Manila;Diversified;Diversified;Philippines;;FALSE;D;M;12/01/1967 00:00;Gokongwei;Lance;;04/04/2023 05:01;1967;12;1;129.61;2.5;$376,795,508,680 ;35.5;107.5;71.1;14;43.1;108116615;12.879.721;121.774.017
2020;1400;Guan Yihong;53;China;Guangzhou;Restaurant;Food & Beverage;China;;TRUE;U;M;;Guan;Yihong;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Rajinder Gupta;64;India;Ludhiana;Textiles, paper;Manufacturing;India;;TRUE;D;M;01/02/1959 00:00;Gupta;Rajinder;;04/04/2023 05:01;1959;1;2;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Torstein Hagen;80;Switzerland;Lucerne;Cruises;Service;Norway;;TRUE;D;M;2/18/1943 0:00;Hagen;Torstein;;04/04/2023 05:01;1943;2;18;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
2020;1400;Ayman Hariri;44;France;Paris;Construction, investments;Construction & Engineering;Lebanon;;FALSE;E;M;5/16/1978 0:00;Hariri;Ayman;;04/04/2023 05:01;1978;5;16;110.05;1.1;$2,715,518,274,227 ;65.6;102.5;82.5;24.2;60.7;67059887;46.227.638;2.213.749
2020;1400;Alfredo Harp Helu & family;79;Mexico;Mexico City;Banking, investments;Finance & Investments;Mexico;;TRUE;U;M;03/11/1944 00:00;Harp Helu;Alfredo;;04/04/2023 05:01;1944;3;11;141.54;3.6;$1,258,286,717,125 ;40.2;105.8;75;13.1;55.1;126014024;23.634.501;-102.552.784
2020;1400;He Xiaopeng;45;China;Guangzhou;Electric vehicles;Automotive;China;;TRUE;D;M;11/03/1977 00:00;He;Xiaopeng;;04/04/2023 05:01;1977;11;3;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Christoph Henkel;65;United Kingdom;London;Consumer goods;Fashion & Retail;Germany;;FALSE;E;M;02/11/1958 00:00;Henkel;Christoph;;04/04/2023 05:01;1958;2;11;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
2020;1400;Daniel Hirschfeld;81;United States;Kearney;Fashion retail;Fashion & Retail;United States;;FALSE;E;M;5/31/1941 0:00;Hirschfeld;Daniel;;04/04/2023 05:01;1941;5;31;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Drew Houston;40;United States;Austin;Cloud storage service;Technology;United States;Dropbox;TRUE;D;M;03/04/1983 00:00;Houston;Drew;CEO;04/04/2023 05:01;1983;3;4;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Huang Jinxiang & family;58;China;Xuancheng;Chemicals;Manufacturing;China;;TRUE;U;M;1/27/1965 0:00;Huang;Jinxiang;;04/04/2023 05:01;1965;1;27;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Rameshchandra Jain;74;India;Mumbai;Textiles;Manufacturing;India;;TRUE;U;M;6/22/1948 0:00;Jain;Rameshchandra;;04/04/2023 05:01;1948;6;22;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Ke Zunhong & family;68;China;Chengdu;Pharmaceuticals;Healthcare;China;;TRUE;D;M;07/01/1954 00:00;Ke;Zunhong;;04/04/2023 05:01;1954;7;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Kim Taek-jin;56;South Korea;Seoul;Online games;Media & Entertainment;South Korea;NCSOFT Corporation;TRUE;D;M;3/14/1967 0:00;Kim;Taek-jin;;04/04/2023 05:01;1967;3;14;115.16;0.4;$2,029,000,000,000 ;94.3;98.1;82.6;15.6;33.2;51709098;35.907.757;127.766.922
2020;1400;Koh Wee Meng;59;Singapore;Singapore;Real estate, hotels;Real Estate;Singapore;;TRUE;U;M;07/01/1963 00:00;Koh;Wee Meng;;04/04/2023 05:01;1963;7;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Sergei Kolesnikov;51;Russia;Moscow;Building materials;Manufacturing;Russia;;TRUE;U;M;2/25/1972 0:00;Kolesnikov;Sergei;;04/04/2023 05:01;1972;2;25;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Hemendra Kothari;76;India;Mumbai;Financial services;Finance & Investments;India;;FALSE;D;M;8/26/1946 0:00;Kothari;Hemendra;;04/04/2023 05:01;1946;8;26;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Sebastian Kulczyk;42;Switzerland;;Diversified;Finance & Investments;Poland;;FALSE;E;M;11/16/1980 0:00;Kulczyk;Sebastian;;04/04/2023 05:01;1980;11;16;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
2020;1400;Kwee Liong Keng;77;Singapore;Singapore;Real estate;Real Estate;Singapore;;FALSE;Split Family Fortune;M;01/01/1946 00:00;Kwee;Liong Keng;;04/04/2023 05:01;1946;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Kwee Liong Phing;65;Singapore;Singapore;Real estate;Real Estate;Singapore;;FALSE;Split Family Fortune;M;01/01/1958 00:00;Kwee;Liong Phing;;04/04/2023 05:01;1958;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Kwee Liong Seen;70;Singapore;Singapore;Real estate;Real Estate;Singapore;;FALSE;Split Family Fortune;M;01/01/1953 00:00;Kwee;Liong Seen;;04/04/2023 05:01;1953;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Kwee Liong Tek;76;Singapore;Singapore;Real estate;Real Estate;Singapore;;FALSE;Split Family Fortune;M;01/01/1947 00:00;Kwee;Liong Tek;;04/04/2023 05:01;1947;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Kwek Leng Keow;71;Singapore;Singapore;Diversified;Diversified;Singapore;;FALSE;N;M;01/01/1952 00:00;Kwek;Leng Keow;;04/04/2023 05:01;1952;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Kwek Leng Peck;67;Singapore;Singapore;Diversified;Diversified;Singapore;;FALSE;U;M;01/01/1956 00:00;Kwek;Leng Peck;;04/04/2023 05:01;1956;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
2020;1400;Raymond Kwok;69;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;U;M;04/10/1953 00:00;Kwok;Raymond;;04/04/2023 05:01;1953;4;10;;;;;;;;;;;
2020;1400;Lee Ho-jin;60;South Korea;Seoul;Diversified;Diversified;South Korea;Taekwang Industrial;FALSE;U;M;12/08/1962 00:00;Lee;Ho-jin;;04/04/2023 05:01;1962;12;8;115.16;0.4;$2,029,000,000,000 ;94.3;98.1;82.6;15.6;33.2;51709098;35.907.757;127.766.922
2020;1400;Michael Lee-Chin;72;Canada;Burlington;Mutual funds;Finance & Investments;Canada;;TRUE;D;M;01/03/1951 00:00;Lee-Chin;Michael;;04/04/2023 05:01;1951;1;3;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
2020;1400;Manfredi Lefebvre d'Ovidio & family;69;Monaco;Monte Carlo;Cruises;Service;Italy;;FALSE;D;M;4/30/1953 0:00;Lefebvre d'Ovidio;Manfredi;;04/04/2023 05:01;1953;4;30;;;$7,184,844,193 ;;;;;;38964;437.384.176;74.246.158
2020;1400;Bernard Lewis & family;97;United Kingdom;London;Fashion retailer;Fashion & Retail;United Kingdom;;TRUE;U;M;02/10/1926 00:00;Lewis;Bernard;;04/04/2023 05:01;1926;2;10;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
2020;1400;Li Jinyang;;China;Chifeng;Mining;Metals & Mining;China;;FALSE;D;F;;Li;Jinyang;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;William Li;48;China;Beijing;Electric vehicles;Automotive;China;;TRUE;D;M;01/01/1975 00:00;Li;William;;04/04/2023 05:01;1975;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Jenny Lindén Urnes;52;Sweden;Helsingborg;Powdered metal;Manufacturing;Sweden;;FALSE;E;F;3/29/1971 0:00;Lindén Urnes;Jenny;;04/04/2023 05:01;1971;3;29;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
2020;1400;Liu Fangyi;53;China;Shanghai;Medical equipment;Healthcare;China;;TRUE;D;M;;Liu;Fangyi;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;K.C. Liu;69;Taiwan;Taipei;Manufacturing;Technology;Taiwan;;TRUE;D;M;3/20/1954 0:00;Liu;K.C.;;04/04/2023 05:01;1954;3;20;;;;;;;;;;;
2020;1400;Liu Ming Chung;60;Hong Kong;Hong Kong;Paper;Manufacturing;Brazil;;TRUE;D;M;01/01/1963 00:00;Liu;Ming Chung;;04/04/2023 05:01;1963;1;1;;;;;;;;;;;
2020;1400;Anatoly Lomakin;70;Russia;Moscow;Investments;Metals & Mining;Russia;;TRUE;E;M;6/30/1952 0:00;Lomakin;Anatoly;;04/04/2023 05:01;1952;6;30;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Brandt Louie;79;Canada;Vancouver;Drugstores;Food & Beverage;Canada;;FALSE;D;M;07/05/1943 00:00;Louie;Brandt;;04/04/2023 05:01;1943;7;5;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
2020;1400;Lucia Maggi & family;90;Brazil;Rondonopolis;Agribusiness;Diversified;Brazil;;TRUE;Split Family Fortune;F;7/20/1932 0:00;Maggi;Lucia;Philanthropist;04/04/2023 05:01;1932;7;20;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
2020;1400;Gary Magness;69;United States;Denver;Cable TV, investments;Media & Entertainment;United States;;FALSE;E;M;2/26/1954 0:00;Magness;Gary;;04/04/2023 05:01;1954;2;26;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Mao Lixiang & family;82;China;Ningbo;Cooking appliances;Technology;China;;TRUE;D;M;01/01/1941 00:00;Mao;Lixiang;;04/04/2023 05:01;1941;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;David McMurtry;82;United Kingdom;Wotton-under-Edge;Manufacturing;Manufacturing;United Kingdom;;TRUE;D;M;05/03/1940 00:00;McMurtry;David;;04/04/2023 05:01;1940;5;3;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
2020;1400;Deepak Mehta;66;India;Vadodara;Chemicals;Manufacturing;India;;FALSE;D;M;12/12/1956 00:00;Mehta;Deepak;;04/04/2023 05:01;1956;12;12;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Miao Shouliang;68;China;Shenzhen;Real estate;Real Estate;China;;TRUE;D;M;01/01/1955 00:00;Miao;Shouliang;;04/04/2023 05:01;1955;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Miao Yongjun;55;China;Zhengzhou;Clinical diagnostics;Healthcare;China;;TRUE;U;M;12/01/1967 00:00;Miao;Yongjun;;04/04/2023 05:01;1967;12;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Yoshiko Mori;82;Japan;Tokyo;Real estate;Real Estate;Japan;;FALSE;U;F;9/24/1940 0:00;Mori;Yoshiko;;04/04/2023 05:01;1940;9;24;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
2020;1400;Marius Nacht;57;Israel;Tel Aviv;Software;Technology;Israel;;TRUE;E;M;01/01/1966 00:00;Nacht;Marius;;04/04/2023 05:01;1966;1;1;108.15;0.8;$395,098,666,122 ;63.4;104.9;82.8;23.1;25.3;9053300;31.046.051;34.851.612
2020;1400;Tadako Nakatani;;Japan;Kobe;Medical diagnostic equipment;Healthcare;Japan;;FALSE;D;F;;Nakatani;Tadako;;04/04/2023 05:01;;;;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
2020;1400;Vadim Novinsky;59;Ukraine;Kiev;Steel;Metals & Mining;Ukraine;;TRUE;U;M;06/03/1963 00:00;Novinsky;Vadim;;04/04/2023 05:01;1963;6;3;281.66;7.9;$153,781,069,118 ;82.7;99;71.6;20.1;45.2;44385155;48.379.433;3.116.558
2020;1400;Niti Osathanugrah;49;Thailand;Bangkok;Energy drinks,investments;Finance & Investments;Thailand;;FALSE;D;M;10/18/1973 0:00;Osathanugrah;Niti;;04/04/2023 05:01;1973;10;18;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
2020;1400;Gretel Packer;57;Australia;Sydney;Investments;Finance & Investments;Australia;;FALSE;D;F;04/01/1966 00:00;Packer;Gretel;;04/04/2023 05:01;1966;4;1;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
2020;1400;Pan Longquan;58;China;Nanjing;Manufacturing;Manufacturing;China;;TRUE;N;M;01/01/1965 00:00;Pan;Longquan;;04/04/2023 05:01;1965;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Pan Shiyi;60;China;Beijing;Real estate;Real Estate;China;;TRUE;Split Family Fortune;M;01/01/1963 00:00;Pan;Shiyi;;04/04/2023 05:01;1963;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;David Paul;56;United States;Audubon;Medical devices;Healthcare;United States;Globus Medical;TRUE;D;M;12/25/1966 0:00;Paul;David;Founder and Executive Chairman;04/04/2023 05:01;1966;12;25;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Tom Persson;38;Sweden;Stockholm;H&M;Fashion & Retail;Sweden;;FALSE;D;M;01/01/1985 00:00;Persson;Tom;;04/04/2023 05:01;1985;1;1;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
2020;1400;Qian Jinghong;50;China;Wuxi;Electric scooters;Automotive;China;;TRUE;R;F;01/01/1973 00:00;Qian;Jinghong;;04/04/2023 05:01;1973;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;Qin Long;57;China;Qingdao;Tire;Manufacturing;China;;TRUE;D;M;07/01/1965 00:00;Qin;Long;;04/04/2023 05:01;1965;7;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
2020;1400;M.Satyanarayana Reddy;65;India;Hyderabad;Pharmaceuticals;Healthcare;India;;TRUE;D;M;4/18/1957 0:00;Reddy;M.Satyanarayana;;04/04/2023 05:01;1957;4;18;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Mochtar Riady & family;93;Indonesia;Jakarta;Diversified;Diversified;Indonesia;;TRUE;D;M;05/12/1929 00:00;Riady;Mochtar;;04/04/2023 05:01;1929;5;12;151.18;3;$1,119,190,780,753 ;36.3;106.4;71.5;10.2;30.1;270203917;-0.789275;113.921.327
2020;1400;Rihanna;35;United States;Los Angeles;Music, cosmetics;Fashion & Retail;Barbados;;TRUE;D;F;2/20/1988 0:00;Rihanna;;Musician;04/04/2023 05:01;1988;2;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Boris Rotenberg;66;Russia;Moscow;Construction, pipes, chemicals;Construction & Engineering;Russia;;TRUE;U;M;01/03/1957 00:00;Rotenberg;Boris;;04/04/2023 05:01;1957;1;3;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Subhash Runwal;79;India;Mumbai;Real estate;Real Estate;India;;TRUE;E;M;5/22/1943 0:00;Runwal;Subhash;;04/04/2023 05:01;1943;5;22;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
2020;1400;Igor Rybakov;50;Russia;Moscow;Building materials;Manufacturing;Russia;;TRUE;U;M;5/16/1972 0:00;Rybakov;Igor;;04/04/2023 05:01;1972;5;16;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Carlos Sanchez;61;Brazil;Santo Andre;Generic drugs;Healthcare;Brazil;;FALSE;E;M;1/21/1962 0:00;Sanchez;Carlos;;04/04/2023 05:01;1962;1;21;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
2020;1400;Martin Selig;85;United States;Seattle;Real estate;Real Estate;United States;;TRUE;E;M;12/31/1937 0:00;Selig;Martin;;04/04/2023 05:01;1937;12;31;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
2020;1400;Airat Shaimiev;61;Russia;Kazan;Refinery, chemicals;Energy;Russia;;TRUE;U;M;03/07/1962 00:00;Shaimiev;Airat;;04/04/2023 05:01;1962;3;7;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Radik Shaimiev;58;Russia;Kazan;Refinery, chemicals;Energy;Russia;;TRUE;U;M;11/14/1964 0:00;Shaimiev;Radik;;04/04/2023 05:01;1964;11;14;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
2020;1400;Nobutoshi Shimamura;97;Japan;Saitama;Retail;Fashion & Retail;Japan;;TRUE;U;M;03/08/1926 00:00;Shimamura;Nobutoshi;;04/04/2023 05:01;1926;3;8;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
